gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,LifetimeCharges,Churn
0,0,1,1,1.0,1,1,0,0,0,0,0,0,0,0.06,0.19801523194091855,0,0,1,0,0,1,0,1,0,0,0-12,0.06,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,0,1,,0.0,0
1,0,1,1,0.7042253521126761,1,1,1,1,0,0,0,1,1,0.75,0.5216939764597276,0,1,0,1,0,0,0,0,1,0,0-12,0.5281690140845071,0
1,0,1,1,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.09069928456035081,0,0,1,0,0,1,1,0,0,0,0-12,0.005633802816901414,0
1,0,1,1,1.0,1,0,1,1,1,0,1,0,1,0.52,0.576159704592661,1,0,0,0,0,1,0,1,0,0,0-12,0.52,0
1,0,1,0,0.5915492957746479,1,1,1,1,0,1,1,1,0,0.6799999999999999,0.41033925686591277,1,0,0,0,0,1,0,1,0,0,0-12,0.4022535211267605,0
0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.9600000000000002,0.9309946918993769,0,1,0,0,0,1,0,1,0,0,0-12,0.9600000000000002,0
0,0,1,0,0.647887323943662,1,1,0,0,0,0,1,1,1,0.77,0.5244634202630971,0,1,0,0,1,0,0,1,0,0,0-12,0.49887323943661976,0
0,0,0,0,1.0,1,1,1,1,1,1,1,1,0,0.7,0.7320563120240018,1,0,0,0,0,1,0,1,0,0,0-12,0.7,0
0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.005654281098546043,0,0,1,1,0,0,0,1,0,0,0-12,0.0005633802816901413,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.52,0.006000461573967228,0,1,0,1,0,0,0,0,1,0,,0.0,1
0,0,0,0,0.014084507042253521,1,1,0,0,0,0,0,1,1,0.6799999999999999,0.016962843295638123,0,1,0,1,0,0,0,0,1,0,0-12,0.009577464788732394,1
0,0,0,0,0.35211267605633806,0,0,1,1,0,0,0,1,1,0.26,0.13131779367643667,1,0,0,1,0,0,1,0,0,0,0-12,0.0915492957746479,0
0,0,1,1,0.3943661971830986,1,0,1,0,0,0,0,1,1,0.42,0.20955458112162476,1,0,0,1,0,0,0,0,0,1,0-12,0.1656338028169014,0
1,1,1,0,0.47887323943661975,1,1,1,1,0,1,1,0,1,0.8200000000000001,0.4194553427186707,0,1,0,1,0,0,1,0,0,0,0-12,0.3926760563380282,1
0,0,0,0,0.36619718309859156,1,0,1,1,0,0,0,0,0,0.37000000000000005,0.1683591045465036,1,0,0,0,1,0,1,0,0,0,0-12,0.1354929577464789,0
0,0,1,1,0.323943661971831,1,0,1,1,0,1,0,1,1,0.52,0.1947842141703208,1,0,0,1,0,0,0,1,0,0,0-12,0.16845070422535213,0
0,0,1,1,0.9295774647887325,1,0,1,0,1,1,0,0,1,0.42,0.4540733902607893,1,0,0,0,0,1,1,0,0,0,0-12,0.39042253521126763,0
1,0,0,0,0.2112676056338028,1,1,0,0,0,0,0,0,0,0.54,0.13570274636510501,0,1,0,1,0,0,0,0,1,0,0-12,0.11408450704225352,1
1,0,0,0,0.3098591549295775,1,0,0,1,1,0,0,0,0,0.37000000000000005,0.15105008077544427,1,0,0,0,1,0,1,0,0,0,0-12,0.1146478873239437,0
0,0,0,0,0.18309859154929578,0,0,0,1,0,0,0,0,1,0.13,0.0462727902146319,1,0,0,1,0,0,0,0,0,1,0-12,0.023802816901408452,0
1,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.03,0.0003461804754211861,0,0,1,1,0,0,0,0,1,0,,0.0,1
1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,0,1,,0.0,1
0,1,0,0,0.04225352112676056,0,0,0,1,0,0,1,1,1,0.32,0.021809369951534735,1,0,0,1,0,0,0,1,0,0,0-12,0.013521126760563381,0
0,0,0,1,0.2112676056338028,1,1,1,1,0,0,0,1,1,0.51,0.12289406877452112,1,0,0,1,0,0,0,0,1,0,0-12,0.10774647887323943,0
1,0,1,0,0.6338028169014085,0,0,0,0,0,0,1,1,1,0.25,0.2295176552042465,1,0,0,1,0,0,0,0,1,0,0-12,0.15845070422535212,0
0,0,0,1,0.943661971830986,1,1,1,1,0,1,1,1,1,0.6799999999999999,0.676667435956612,1,0,0,0,0,1,1,0,0,0,0-12,0.6416901408450704,0
0,0,0,0,0.5211267605633804,1,1,1,1,1,1,0,0,0,0.51,0.3045234248788369,1,0,0,1,0,0,0,0,1,0,0-12,0.26577464788732397,0
0,1,1,0,0.4084507042253521,1,0,0,1,0,0,0,0,1,0.32,0.1741287791368567,1,0,0,1,0,0,1,0,0,0,0-12,0.13070422535211268,1
1,1,0,0,0.056338028169014086,1,0,0,0,0,0,0,1,0,0.6000000000000001,0.04154165705054235,0,1,0,1,0,0,0,0,1,0,0-12,0.033802816901408454,1
0,0,0,0,0.22535211267605634,1,0,0,1,1,0,0,1,1,0.72,0.18393722594045697,0,1,0,1,0,0,0,1,0,0,0-12,0.16225352112676056,0
0,0,1,1,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.006692822524809601,0,0,1,0,0,1,0,0,0,1,0-12,0.000422535211267606,0
1,0,0,0,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.027925225017309027,0,0,1,0,1,0,0,0,1,0,0-12,0.003098591549295777,0
0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.72,0.7411723978767597,1,0,0,0,0,1,0,1,0,0,0-12,0.72,0
0,0,0,0,0.02816901408450704,1,0,0,0,0,0,1,1,1,0.74,0.0286175859681514,0,1,0,1,0,0,0,0,1,0,0-12,0.02084507042253521,0
0,0,0,0,0.7746478873239437,1,1,0,1,0,1,0,1,1,0.76,0.589199169166859,0,1,0,1,0,0,0,0,1,0,0-12,0.5887323943661973,1
1,0,0,0,0.5633802816901409,1,1,0,0,0,0,0,0,1,0.06,0.10893145626586662,0,0,1,0,1,0,0,0,0,1,0-12,0.033802816901408454,0
0,0,0,0,0.5492957746478874,0,0,0,1,0,1,0,0,0,0.18,0.1573967228248327,1,0,0,0,1,0,0,1,0,0,0-12,0.09887323943661973,0
1,0,0,0,0.08450704225352114,1,0,1,1,0,1,1,1,1,0.6000000000000001,0.06381260096930534,1,0,0,1,0,0,0,0,1,0,0-12,0.05070422535211269,0
0,0,0,0,0.9577464788732395,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.15935841218555274,0,0,1,0,0,1,0,1,0,0,0-12,0.009577464788732403,0
0,0,1,1,0.08450704225352114,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.015231940918532196,0,0,1,0,1,0,0,0,0,1,0-12,0.0016901408450704244,0
1,0,1,1,0.056338028169014086,0,0,0,1,0,0,0,0,1,0.12,0.017193630279252248,1,0,0,1,0,0,0,0,1,0,0-12,0.00676056338028169,0
1,0,1,1,1.0,1,1,1,1,1,1,1,0,0,0.8800000000000001,0.8814908839141472,0,1,0,0,0,1,0,1,0,0,0-12,0.8800000000000001,0
0,0,1,1,0.6056338028169015,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.09773828756058159,0,0,1,0,1,0,1,0,0,0,0-12,0.012112676056338041,0
1,0,0,0,0.9014084507042254,1,1,0,1,1,0,1,0,1,0.77,0.7079390722363259,0,1,0,0,1,0,0,0,1,0,0-12,0.6940845070422536,0
1,0,0,0,0.02816901408450704,1,1,0,0,0,1,1,0,0,0.46,0.018001384721901686,1,0,0,1,0,0,0,0,1,0,0-12,0.012957746478873239,0
0,0,0,0,0.323943661971831,1,0,0,0,0,1,0,0,1,0.33,0.14435725825063467,1,0,0,1,0,0,0,1,0,0,0-12,0.10690140845070424,0
1,0,0,0,0.6056338028169015,1,1,0,1,1,0,0,0,1,0.6599999999999999,0.4435725825063467,0,1,0,1,0,0,1,0,0,0,0-12,0.3997183098591549,1
1,1,1,0,1.0,1,1,1,1,1,1,1,1,0,0.71,0.7309023771059312,1,0,0,0,0,1,0,1,0,0,0-12,0.71,0
0,0,0,0,0.323943661971831,1,0,1,0,0,1,0,0,0,0.36000000000000004,0.15347334410339258,1,0,0,1,0,0,0,0,1,0,0-12,0.11661971830985918,0
0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.32,0.003692591737825987,1,0,0,1,0,0,0,0,0,1,,0.0,1
0,0,1,0,0.295774647887324,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.05227325178859912,0,0,1,1,0,0,1,0,0,0,0-12,0.005915492957746485,0
0,0,1,1,0.971830985915493,1,1,0,1,1,1,1,1,1,0.6699999999999999,0.6823217170551581,1,0,0,0,0,1,0,1,0,0,0-12,0.6511267605633803,0
0,0,1,1,0.33802816901408456,1,1,0,0,0,0,1,0,0,0.42,0.15993537964458807,1,0,0,1,0,0,0,0,1,0,0-12,0.1419718309859155,0
0,0,1,1,0.5070422535211268,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.08169859219939997,0,0,1,0,0,1,1,0,0,0,0-12,0.005070422535211272,0
1,1,1,1,0.295774647887324,1,1,0,0,0,0,1,0,0,0.6699999999999999,0.22420955458112163,0,1,0,1,0,0,1,0,0,0,0-12,0.19816901408450704,0
1,0,1,1,0.8169014084507042,1,1,0,0,1,1,1,0,1,0.54,0.4818832217862913,1,0,0,0,0,1,1,0,0,0,0-12,0.44112676056338035,0
0,0,1,1,0.676056338028169,1,1,0,0,1,0,1,1,1,0.81,0.5601200092314793,0,1,0,1,0,0,0,0,1,0,0-12,0.5476056338028169,1
0,0,1,1,0.647887323943662,1,1,0,0,1,1,1,1,1,0.8900000000000001,0.5885068082160166,0,1,0,1,0,0,1,0,0,0,0-12,0.5766197183098593,1
1,0,1,1,0.4225352112676057,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.07385183475651974,0,0,1,1,0,0,0,0,0,1,0-12,0.00422535211267606,1
0,0,1,1,0.0,1,0,0,0,0,0,0,1,1,0.6300000000000001,0.007269789983844912,0,1,0,1,0,0,0,0,1,0,,0.0,0
0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.006692822524809601,0,0,1,1,0,0,0,0,1,0,0-12,0.0005633802816901413,0
1,0,1,0,0.7323943661971831,1,1,0,1,1,1,1,1,1,0.9300000000000002,0.6682437110546965,0,1,0,0,1,0,1,0,0,0,0-12,0.6811267605633804,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.00023078698361412436,0,0,1,1,0,0,0,0,0,1,,0.0,0
0,0,0,0,0.26760563380281693,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.04581121624740365,0,0,1,0,1,0,0,0,0,1,0-12,0.002676056338028172,0
1,0,0,0,0.02816901408450704,1,0,1,1,0,0,0,0,1,0.6100000000000001,0.026309716132010157,0,1,0,1,0,0,0,0,1,0,0-12,0.017183098591549296,1
1,0,0,0,0.7042253521126761,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.11285483498730672,0,0,1,0,1,0,1,0,0,0,0-12,0.007042253521126768,0
1,0,1,0,0.7042253521126761,1,0,1,1,0,1,0,0,1,0.42,0.36083544888068314,1,0,0,0,1,0,1,0,0,0,0-12,0.29577464788732394,0
1,0,1,1,0.16901408450704225,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.028502192476344335,0,0,1,0,0,1,0,0,0,1,0-12,0.001690140845070424,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.00023078698361412436,0,0,1,1,0,0,0,0,0,1,,0.0,0
0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0.03,0.0003461804754211861,0,0,1,1,0,0,0,0,0,1,,0.0,0
0,0,0,0,0.8732394366197184,1,1,1,1,1,1,0,0,0,0.53,0.5259635356565889,1,0,0,0,1,0,0,0,1,0,0-12,0.4628169014084508,0
0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,1,0,0.36000000000000004,0.019732287099007616,1,0,0,1,0,0,0,0,0,1,0-12,0.010140845070422535,0
0,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.10270020770828527,0,0,1,0,0,1,0,1,0,0,0-12,0.006338028169014091,0
0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.31,0.003577198246018925,1,0,0,1,0,0,0,1,0,0,,0.0,0
0,0,0,1,0.09859154929577466,0,0,0,0,0,0,0,0,0,0.07,0.022732517885991232,1,0,0,1,0,0,0,0,0,1,0-12,0.006901408450704227,1
1,0,1,1,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.171013154858066,0,0,1,0,0,1,1,0,0,0,0-12,0.01971830985915495,0
0,0,1,1,0.7605633802816901,1,1,0,0,1,0,1,0,1,0.72,0.5863143318716824,0,1,0,1,0,0,0,1,0,0,0-12,0.5476056338028169,0
1,0,0,0,0.971830985915493,1,1,0,1,1,1,0,0,1,0.72,0.7347103623355643,0,1,0,0,1,0,1,0,0,0,0-12,0.699718309859155,0
1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,1,0,0.6200000000000001,0.016270482344795757,0,1,0,1,0,0,0,0,1,0,0-12,0.008732394366197185,1
0,0,1,1,0.9295774647887325,1,1,1,0,0,1,1,1,0,0.8600000000000001,0.7924071082390953,0,1,0,0,0,1,1,0,0,0,0-12,0.79943661971831,0
0,0,1,0,0.9014084507042254,1,1,0,1,0,0,1,0,1,0.73,0.6833602584814217,0,1,0,1,0,0,1,0,0,0,0-12,0.6580281690140845,1
0,0,1,0,0.18309859154929578,1,0,0,0,1,0,0,0,0,0.32,0.07500576967459036,1,0,0,1,0,0,0,1,0,0,0-12,0.05859154929577465,0
1,0,1,1,0.26760563380281693,1,1,0,0,1,1,0,1,1,0.77,0.21901684744980385,0,1,0,1,0,0,1,0,0,0,0-12,0.20605633802816906,0
0,0,0,1,0.0,1,0,0,1,0,0,0,0,1,0.5700000000000001,0.006577429033002539,0,1,0,1,0,0,0,0,1,0,,0.0,1
0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5700000000000001,0.006577429033002539,0,1,0,1,0,0,0,0,1,0,,0.0,1
1,0,1,1,0.676056338028169,1,1,0,0,0,0,1,1,1,0.77,0.5302330948534503,0,1,0,1,0,0,1,0,0,0,0-12,0.5205633802816901,0
1,0,0,0,1.0,1,1,1,1,1,0,1,0,1,0.8300000000000001,0.8357950611585506,0,1,0,0,0,1,1,0,0,0,0-12,0.8300000000000001,0
1,0,1,0,0.6338028169014085,1,1,1,0,0,0,0,0,0,0.35000000000000003,0.28167551350103853,1,0,0,1,0,0,0,0,1,0,0-12,0.221830985915493,0
0,0,0,0,0.323943661971831,1,1,0,1,1,0,0,0,1,0.6599999999999999,0.23424878836833604,0,1,0,1,0,0,1,0,0,0,0-12,0.21380281690140843,0
1,0,1,1,0.056338028169014086,0,0,0,1,0,1,0,0,0,0.16000000000000003,0.016732056312024006,1,0,0,1,0,0,0,0,1,0,0-12,0.009014084507042256,0
1,0,1,1,0.4507042253521127,1,1,0,1,1,1,0,0,0,0.7,0.3311793214862682,0,1,0,1,0,0,0,1,0,0,0-12,0.31549295774647884,0
1,0,0,0,0.5774647887323944,1,1,1,1,0,0,0,0,1,0.42,0.2772905608123702,1,0,0,0,1,0,1,0,0,0,0-12,0.24253521126760563,0
0,0,0,0,0.3098591549295775,1,0,1,0,1,0,1,1,1,0.81,0.2624048003692592,0,1,0,0,1,0,0,1,0,0,0-12,0.2509859154929578,0
0,0,0,0,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.52,0.06173551811677821,0,1,0,1,0,0,1,0,0,0,0-12,0.051267605633802824,0
0,0,0,0,0.9154929577464789,1,0,1,1,0,0,0,0,1,0.36000000000000004,0.39776136625894304,1,0,0,0,1,0,0,0,0,1,0-12,0.32957746478873245,0
0,0,0,0,0.323943661971831,1,0,1,0,0,0,0,0,1,0.31,0.137549042234018,1,0,0,1,0,0,1,0,0,0,0-12,0.10042253521126761,1
0,1,0,0,0.323943661971831,1,1,0,1,0,0,0,0,0,0.36000000000000004,0.14689591507039004,1,0,0,1,0,0,0,1,0,0,0-12,0.11661971830985918,0
0,0,0,0,0.9577464788732395,1,1,1,1,1,1,0,1,1,0.6000000000000001,0.6159704592660974,1,0,0,0,1,0,0,1,0,0,0-12,0.5746478873239438,1
1,0,0,0,0.7323943661971831,1,0,0,1,1,0,1,1,1,0.8200000000000001,0.5979690745441957,0,1,0,0,1,0,0,0,0,1,0-12,0.6005633802816902,0
1,0,0,0,0.8309859154929577,0,0,1,0,1,0,1,1,0,0.35000000000000003,0.3714516501269329,1,0,0,0,0,1,0,0,1,0,0-12,0.2908450704225352,0
1,0,1,0,0.08450704225352114,1,0,0,0,0,0,1,0,1,0.6300000000000001,0.06438956842834065,0,1,0,1,0,0,0,0,1,0,0-12,0.053239436619718326,1
1,0,0,0,0.26760563380281693,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.04788829909993077,0,0,1,0,1,0,0,1,0,0,0-12,0.002676056338028172,0
1,0,1,1,0.3098591549295775,1,1,0,0,0,0,0,1,0,0.6699999999999999,0.21347795984306486,0,1,0,1,0,0,0,0,1,0,0-12,0.2076056338028169,0
0,0,1,1,1.0,1,0,1,0,1,1,1,1,1,0.6200000000000001,0.6588968382183245,1,0,0,0,0,1,0,0,1,0,0-12,0.6200000000000001,0
0,0,1,0,0.14084507042253522,1,1,0,0,0,0,0,0,1,0.56,0.09312254788829911,0,1,0,1,0,0,0,0,1,0,0-12,0.07887323943661972,1
0,0,0,0,0.28169014084507044,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.0429263789522271,0,0,1,0,0,1,0,0,0,1,0-12,0.002816901408450707,0
0,1,0,0,0.0,1,1,0,0,0,0,1,1,1,0.75,0.008654511885529657,0,1,0,1,0,0,0,0,1,0,,0.0,1
0,1,0,0,0.4225352112676057,1,1,0,1,0,0,1,0,1,0.72,0.3262174013385645,0,1,0,1,0,0,0,0,1,0,0-12,0.3042253521126761,0
1,0,0,0,0.7887323943661972,1,0,0,1,1,1,1,0,0,0.51,0.44726517424417267,1,0,0,0,0,1,0,0,0,1,0-12,0.4022535211267606,0
1,0,1,1,0.619718309859155,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.10016155088852989,0,0,1,0,0,1,1,0,0,0,0-12,0.01239436619718311,0
0,0,0,0,0.1267605633802817,1,1,0,1,1,0,0,1,1,0.77,0.11573967228248327,0,1,0,1,0,0,0,0,1,0,0-12,0.09760563380281691,0
1,0,1,0,0.8028169014084507,1,1,0,0,1,1,1,1,1,0.8400000000000001,0.6770136164320332,0,1,0,1,0,0,0,1,0,0,0-12,0.6743661971830986,1
0,0,0,1,0.18309859154929578,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.028848372951765525,0,0,1,1,0,0,0,0,0,1,0-12,0.0018309859154929595,0
0,0,1,0,0.36619718309859156,1,1,1,0,0,1,1,1,0,0.6200000000000001,0.25225017309023773,1,0,0,0,1,0,0,0,0,1,0-12,0.2270422535211268,0
1,0,1,1,0.18309859154929578,1,1,0,1,0,0,0,1,1,0.72,0.14320332333256405,0,1,0,1,0,0,1,0,0,0,0-12,0.13183098591549297,1
1,0,1,1,0.15492957746478872,0,0,0,1,0,0,0,0,0,0.10999999999999999,0.033579506115855064,1,0,0,1,0,0,0,0,0,1,0-12,0.017042253521126757,1
1,0,1,1,0.9577464788732395,1,1,0,1,0,1,0,1,1,0.75,0.736210477729056,0,1,0,0,0,1,1,0,0,0,0-12,0.7183098591549296,0
1,0,1,1,0.33802816901408456,1,0,0,1,1,0,1,0,1,0.71,0.258366028156012,0,1,0,1,0,0,1,0,0,0,0-12,0.24000000000000002,1
0,1,1,0,0.8028169014084507,1,1,1,1,1,0,1,1,1,0.9000000000000001,0.7234018001384722,0,1,0,0,1,0,0,0,1,0,0-12,0.7225352112676058,1
1,0,1,1,0.47887323943661975,0,0,1,0,0,1,1,0,1,0.28,0.18970690053081007,1,0,0,0,0,1,0,1,0,0,0-12,0.13408450704225355,0
1,1,0,0,0.2112676056338028,1,1,0,0,0,0,1,0,1,0.6599999999999999,0.1537041310870067,0,1,0,1,0,0,0,0,1,0,0-12,0.13943661971830984,1
0,0,1,1,0.619718309859155,1,1,0,1,1,0,1,1,0,0.6000000000000001,0.4133394876528964,1,0,0,0,1,0,0,1,0,0,0-12,0.3718309859154931,0
1,0,0,0,0.22535211267605634,1,0,0,1,0,0,1,0,1,0.6500000000000001,0.1512808677590584,0,1,0,1,0,0,0,0,1,0,0-12,0.14647887323943665,0
1,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,1,0,,0.0,1
0,0,0,0,0.295774647887324,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.04661897069005308,0,0,1,0,1,0,0,0,0,1,0-12,0.0029577464788732425,0
1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.51,0.005885068082160166,0,1,0,1,0,0,0,0,1,0,,0.0,1
0,0,1,1,0.9295774647887325,1,0,1,0,1,1,0,1,0,0.49000000000000005,0.5318486037387491,1,0,0,0,0,1,0,0,0,1,0-12,0.45549295774647897,0
1,0,1,1,0.9295774647887325,1,1,0,0,1,1,1,1,1,0.8700000000000001,0.7730210016155089,0,1,0,0,0,1,1,0,0,0,0-12,0.8087323943661974,0
1,0,1,0,0.014084507042253521,0,0,0,0,0,0,1,1,0,0.26,0.009116085852757905,1,0,0,1,0,0,0,0,1,0,0-12,0.003661971830985916,1
0,0,0,0,0.3098591549295775,1,1,0,0,0,0,0,0,1,0.56,0.19524578813754906,0,1,0,1,0,0,0,0,1,0,0-12,0.17352112676056342,1
1,1,0,0,0.11267605633802817,1,0,0,0,1,0,0,0,0,0.5700000000000001,0.07142857142857144,0,1,0,1,0,0,0,1,0,0,0-12,0.06422535211267606,0
1,0,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.011423955688899147,0,0,1,1,0,0,0,0,0,1,0-12,0.0011267605633802826,0
0,0,0,0,0.7464788732394366,0,0,1,0,0,1,1,0,0,0.27,0.28179090699284565,1,0,0,0,0,1,0,1,0,0,0-12,0.2015492957746479,0
1,0,0,0,0.7887323943661972,1,0,0,0,1,0,1,1,1,0.77,0.6284329563812601,0,1,0,0,0,1,0,0,1,0,0-12,0.6073239436619718,1
0,0,0,0,0.323943661971831,1,1,0,0,1,0,1,0,1,0.71,0.2477498269097623,0,1,0,1,0,0,0,0,0,1,0-12,0.23,1
1,0,1,1,0.676056338028169,1,1,0,1,0,0,1,1,0,0.8200000000000001,0.5680821601661666,0,1,0,0,1,0,0,0,0,1,0-12,0.5543661971830987,1
0,0,0,0,0.056338028169014086,1,1,0,0,0,0,0,0,0,0.29000000000000004,0.02365566582044773,1,0,0,1,0,0,0,0,1,0,0-12,0.01633802816901409,1
0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,1,1,0.6200000000000001,0.01880913916455112,0,1,0,1,0,0,0,0,1,0,0-12,0.008732394366197185,1
1,0,0,1,0.04225352112676056,1,1,0,0,1,1,0,0,1,0.69,0.037272097853681053,0,1,0,1,0,0,0,0,0,1,0-12,0.029154929577464787,1
0,0,1,1,0.971830985915493,1,1,1,1,1,1,1,0,1,0.6100000000000001,0.6592430186937457,1,0,0,0,0,1,1,0,0,0,0-12,0.5928169014084508,0
0,0,0,0,0.056338028169014086,1,1,0,0,0,0,0,0,1,0.5700000000000001,0.03911839372259405,0,1,0,1,0,0,1,0,0,0,0-12,0.03211267605633803,1
0,0,1,1,0.7323943661971831,1,1,1,0,1,1,1,1,0,0.6699999999999999,0.5305792753288714,1,0,0,1,0,0,0,0,1,0,0-12,0.49070422535211267,0
1,0,1,0,0.647887323943662,1,1,1,1,1,0,1,0,1,0.8,0.5210016155088852,0,1,0,1,0,0,0,0,1,0,0-12,0.5183098591549297,1
1,0,0,1,0.4225352112676057,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.06588968382183245,0,0,1,0,1,0,0,1,0,0,0-12,0.00845070422535212,0
0,0,1,1,0.16901408450704225,1,0,0,1,1,1,0,0,0,0.43,0.08446803600276945,1,0,0,1,0,0,1,0,0,0,0-12,0.07267605633802816,0
1,0,1,1,0.3802816901408451,1,1,0,0,0,0,0,0,0,0.31,0.16062774059543042,1,0,0,1,0,0,0,0,0,1,0-12,0.11788732394366198,0
1,0,0,0,0.1267605633802817,1,1,0,0,0,0,0,1,0,0.6799999999999999,0.09369951534733442,0,1,0,1,0,0,0,0,1,0,0-12,0.08619718309859153,1
0,0,1,0,0.5211267605633804,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.08366028156012002,0,0,1,0,0,1,1,0,0,0,0-12,0.010422535211267616,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,0,1,,0.0,1
0,0,1,0,0.9295774647887325,1,1,0,1,1,0,1,1,0,0.8600000000000001,0.8102930994691899,0,1,0,0,1,0,0,0,1,0,0-12,0.79943661971831,1
0,0,1,0,0.7183098591549296,1,0,1,1,0,0,1,1,1,0.5700000000000001,0.44391876298176786,1,0,0,0,1,0,0,0,0,1,0-12,0.4094366197183099,0
0,0,1,1,0.8591549295774649,1,0,1,1,1,1,1,1,0,0.9000000000000001,0.7854834987306716,0,1,0,0,0,1,0,0,0,1,0-12,0.7732394366197185,0
1,0,0,0,0.2112676056338028,1,0,0,1,0,0,0,1,1,0.6799999999999999,0.1525501961689361,0,1,0,1,0,0,0,0,1,0,0-12,0.1436619718309859,0
1,1,1,0,0.056338028169014086,1,1,0,1,0,0,0,0,1,0.6300000000000001,0.04073390260789291,0,1,0,1,0,0,0,0,1,0,0-12,0.03549295774647888,1
0,0,0,0,0.15492957746478872,1,0,0,0,1,0,1,1,0,0.77,0.1345488114470344,0,1,0,0,1,0,0,0,1,0,0-12,0.11929577464788732,0
1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.98,0.9761135471959381,0,1,0,0,0,1,1,0,0,0,0-12,0.98,0
0,1,0,0,0.9859154929577465,1,1,0,1,0,1,1,1,0,0.8700000000000001,0.8497576736672051,0,1,0,0,1,0,1,0,0,0,0-12,0.8577464788732395,0
1,0,1,0,0.323943661971831,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.050542349411493194,0,0,1,0,1,0,0,0,0,1,0-12,0.0064788732394366255,0
1,0,0,0,0.19718309859154928,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.03611816293561043,0,0,1,0,0,1,0,0,0,1,0-12,0.0019718309859154946,0
0,0,1,0,0.9295774647887325,1,0,1,1,0,0,0,1,1,0.72,0.6967459035310408,0,1,0,0,1,0,0,1,0,0,0-12,0.6692957746478874,1
0,0,0,1,0.014084507042253521,1,1,1,1,0,0,0,0,0,0.42,0.013385645049619203,1,0,0,1,0,0,1,0,0,0,0-12,0.005915492957746479,0
1,0,1,1,0.056338028169014086,0,0,0,0,0,0,0,0,0,0.07,0.012347103623355643,1,0,0,1,0,0,0,0,0,1,0-12,0.0039436619718309866,0
1,0,1,0,0.19718309859154928,1,0,0,0,0,0,1,1,0,0.7,0.1583198707592892,0,1,0,1,0,0,0,0,1,0,0-12,0.1380281690140845,1
